4611853,Single_(music)
4638900,Slogan
4639497,Slovakia
4652484,Soccer
4669945,Song
4671409,Songwriter
4681238,South_Africa
4681890,South_America
4685159,South_Korea
4693429,Soviet_Union
4696900,Spain
4698528,Spanish_language
4702331,Species
4713306,Sport
4720022,Square_kilometer
4720025,Square_kilometre
4720054,Square_mile
4721618,Sri_Lanka
4743382,Stadium
4747397,Standard_asteroid_physical_characteristics
4771056,States_of_Germany
4794828,Stockholm
4807478,Striker
4813259,Studio_album
4856540,Sweden
4861926,Switzerland
4863315,Sydney
4868818,Synonym_(taxonomy)
4869756,Syria
4897616,Taiwan
4935409,Telephone_numbering_plan
4936083,Television
4942445,Tennessee
4942960,Tennis
4949244,Territory_(country_subdivision)
4954785,Texas
4958677,Thailand
5001926,The_Guardian
5025110,The_New_York_Times
5115901,Time_zone
5116839,Timeline_of_aviation
5132591,Tokyo
5153370,Toronto
5161737,Town
5168528,Train_station
5185303,Tributary
5212415,Turkey
5237340,U.S._state
5241865,UK
5242440,UK_Singles_Chart
5242787,UK_postcodes
5252582,USA
5275322,UTC+1
5275332,UTC+2
5275365,UTC-4
5275367,UTC-5
5275368,UTC-6
5281968,Ukraine
5295862,Unincorporated_area
5300058,United_Kingdom
5300727,United_Nations
5302153,United_States
5302814,United_States_Army
5303187,United_States_Census,_2000
5303198,United_States_Census_Bureau
5303315,United_States_Congress
5303990,United_States_Geological_Survey
5304800,United_States_House_of_Representatives
5306145,United_States_Navy
5306799,United_States_Senate
5308062,United_States_dollar
5308413,United_States_of_America
5308545,United_States_postal_abbreviations
5312512,University
5371022,Venezuela
5386039,Victoria_(Australia)
5388704,Video_game
5388755,Video_game_developer
5388768,Video_game_genres
5388797,Video_game_publisher
5389668,Vienna
5390315,Vietnam
5390496,Vietnam_War
5394902,Village
5404118,Virginia
5418528,Voivodeships_of_Poland
5426753,Vulnerable_species
5459095,Wales
5477568,Washington
5477621,Washington,_D.C.
5484996,Watt
5492723,Website
5524334,White_(U.S._Census)
5535280,Wikimedia_Commons
5535567,Wikiquote
5535583,Wikisource
5535664,Wiktionary
5576341,Wisconsin
5594302,World_Conservation_Union
5596263,World_War_I
5596267,World_War_II
5601388,Writer
5658888,ZIP_code
